order_id,order_date,customer_name,region,city,category,sub_category,product_name,quantity,unit_price,discount,sales,profit,payment_mode,month,year,is_trending
10013,2024-12-05,Anika Khanna,North,Chandigarh,Home Decor,Vase,Vase Ratione,1,53951,5,51253.45,6826.05,Credit Card,12,2024,0
10014,2023-12-03,Amani Acharya,East,Patna,Clothing,Women's Wear,Women's Wear Optio,5,23843,0,119215.0,21029.48,UPI,12,2023,1
10015,2025-07-25,Anay Grewal,North,Jaipur,Kitchen,Juicer,Juicer Debitis,2,15444,5,29343.6,5535.44,COD,7,2025,0
10016,2023-10-13,Stuvan Majumdar,East,Bhubaneswar,Electronics,Laptop,Laptop Numquam,5,51645,10,232402.5,35657.72,Debit Card,10,2023,1
10017,2024-05-24,Ritvik Ramanathan,South,Hyderabad,Electronics,Smartwatch,Smartwatch Ad,3,52691,15,134362.05,26225.16,UPI,5,2024,0
10018,2025-09-07,Darshit Sharma,South,Chennai,Groceries,Oil,Oil Odio,4,3775,10,13590.0,1234.71,Net Banking,9,2025,1
10019,2024-06-15,Sara Chanda,East,Patna,Sports,Dumbbells,Dumbbells Soluta,3,16579,20,39789.6,4240.62,Credit Card,6,2024,0
10020,2024-01-11,Gatik Ravi,West,Pune,Books,Textbook,Textbook Inventore,5,36393,5,172866.75,39437.91,Debit Card,1,2024,1
10021,2023-10-15,Jivin Sunder,West,Ahmedabad,Kitchen,Refrigerator,Refrigerator Commodi,1,6574,20,5259.2,580.75,UPI,10,2023,0
10022,2024-03-16,Kashvi Ratti,North,Lucknow,Groceries,Wheat,Wheat Natus,5,26762,15,113738.5,27267.31,Credit Card,3,2024,1
10023,2023-11-02,Vivaan Goyal,West,Surat,Books,Comics,Comics Aperiam,1,47699,20,38159.2,8535.56,UPI,11,2023,0
10024,2025-07-10,Nayantara Bhagat,East,Ranchi,Beauty,Face Cream,Face Cream Repellat,1,28257,10,25431.3,3959.79,Credit Card,7,2025,0
10025,2025-06-21,Lakshay Ramakrishnan,North,Chandigarh,Electronics,Headphones,Headphones Itaque,5,24056,20,96224.0,20551.56,COD,6,2025,1
10026,2024-01-13,Dhanush Vaidya,South,Chennai,Groceries,Rice,Rice Impedit,2,65756,5,124936.4,19544.76,UPI,1,2024,0
10027,2025-04-22,Kimaya Rege,North,Lucknow,Beauty,Foundation,Foundation Illo,1,8276,0,8276.0,537.47,Net Banking,4,2025,0
10028,2024-12-12,Anika Wable,East,Bhubaneswar,Furniture,Table,Table Error,3,731,0,2193.0,214.1,UPI,12,2024,0
10029,2025-08-27,Kavya Bhatnagar,North,Delhi,Toys,RC Car,RC Car Amet,2,67085,20,107336.0,22034.77,Net Banking,8,2025,0
10030,2024-04-22,Adira Seshadri,North,Chandigarh,Groceries,Sugar,Sugar Excepturi,5,79453,15,337675.25,80309.87,Debit Card,4,2024,1
10031,2025-01-07,Zaina Sidhu,West,Goa,Groceries,Wheat,Wheat Consequuntur,2,25545,10,45981.0,9818.01,Credit Card,1,2025,0
10032,2023-12-11,Bhamini Kuruvilla,North,Jaipur,Sports,Cricket Bat,Cricket Bat Voluptatum,4,76643,5,291243.4,40522.22,UPI,12,2023,1
10033,2024-06-24,Kavya Saran,West,Ahmedabad,Furniture,Sofa,Sofa Deleniti,4,60561,20,193795.2,21970.55,Net Banking,6,2024,1
10034,2025-07-11,Mannat Batta,East,Guwahati,Toys,RC Car,RC Car Quam,4,19080,20,61056.0,10008.03,Debit Card,7,2025,1
10035,2023-12-31,Shayak Bala,South,Thiruvananthapuram,Toys,Action Figure,Action Figure Laboriosam,2,48271,20,77233.6,13625.93,Net Banking,12,2023,0
10036,2025-03-08,Hrishita Kumer,South,Thiruvananthapuram,Beauty,Lipstick,Lipstick Accusantium,4,7232,15,24588.8,4643.94,Credit Card,3,2025,1
10037,2024-12-02,Prisha Gaba,West,Surat,Sports,Dumbbells,Dumbbells Quas,2,78467,0,156934.0,9444.77,Credit Card,12,2024,0
10038,2023-10-19,Arhaan Gole,North,Lucknow,Sports,Yoga Mat,Yoga Mat Quaerat,4,34124,5,129671.2,8392.19,UPI,10,2023,1
10039,2025-09-30,Shaan Bala,East,Ranchi,Toys,Puzzle,Puzzle Assumenda,2,60907,0,121814.0,24378.77,COD,9,2025,0
10040,2023-11-16,Taran Kala,North,Lucknow,Kitchen,Refrigerator,Refrigerator Libero,5,9102,10,40959.0,7785.75,Debit Card,11,2023,1
10041,2024-09-18,Nitara Hayre,East,Guwahati,Toys,Board Game,Board Game Consequuntur,5,76782,20,307128.0,47122.1,UPI,9,2024,1
10042,2025-07-01,Lavanya Tata,North,Amritsar,Toys,Doll,Doll Laborum,5,57559,5,273405.25,26969.18,Debit Card,7,2025,1
10043,2024-02-11,Badal Dada,West,Surat,Electronics,Camera,Camera A,2,68630,0,137260.0,16783.04,Net Banking,2,2024,0
10044,2024-10-23,Bhamini Sane,South,Coimbatore,Groceries,Rice,Rice Incidunt,5,64105,20,256420.0,61655.17,Net Banking,10,2024,1
10045,2023-11-03,Eva Babu,East,Guwahati,Books,Textbook,Textbook Consequuntur,2,68202,0,136404.0,33860.63,Debit Card,11,2023,0
10046,2023-11-20,Prerak Saha,West,Pune,Books,Biography,Biography Magni,1,36207,15,30775.95,5230.85,COD,11,2023,0
10047,2025-10-01,Advik Sule,North,Delhi,Beauty,Perfume,Perfume Quisquam,3,55843,10,150776.1,23835.95,Credit Card,10,2025,0
10048,2025-09-03,Divij Chawla,West,Surat,Sports,Tennis Racket,Tennis Racket Sapiente,5,60512,5,287432.0,41217.09,Credit Card,9,2025,1
10049,2025-01-22,Nirvaan Ben,North,Delhi,Toys,Puzzle,Puzzle Dolorem,1,70834,10,63750.6,4232.48,UPI,1,2025,0
10050,2024-04-28,Shlok Dayal,West,Ahmedabad,Clothing,Shoes,Shoes Deleniti,1,33485,0,33485.0,6131.25,COD,4,2024,0
10051,2024-05-04,Vritika Cherian,East,Patna,Beauty,Perfume,Perfume Rerum,5,8568,5,40698.0,3935.7,UPI,5,2024,1
10052,2025-05-06,Eshani Arya,East,Ranchi,Furniture,Sofa,Sofa Omnis,4,64645,5,245651.0,51927.61,UPI,5,2025,1
10053,2025-09-02,Elakshi Bajwa,West,Goa,Books,Biography,Biography Illum,5,12976,0,64880.0,11967.13,COD,9,2025,1
10054,2024-04-15,Jayant Kala,West,Pune,Clothing,Women's Wear,Women's Wear Odio,3,27698,20,66475.2,8946.95,UPI,4,2024,0
10055,2023-12-09,Biju Mannan,East,Bhubaneswar,Sports,Tennis Racket,Tennis Racket Ea,2,28261,15,48043.7,10879.68,Debit Card,12,2023,0
10056,2024-05-19,Alisha Sampath,North,Jaipur,Furniture,Bed,Bed Molestias,5,42462,0,212310.0,11609.02,Net Banking,5,2024,1
10057,2023-12-05,Rhea Krishnamurthy,East,Patna,Home Decor,Wall Art,Wall Art Excepturi,4,62926,0,251704.0,40267.43,Credit Card,12,2023,1
10058,2024-10-16,Samarth Chatterjee,East,Patna,Toys,Puzzle,Puzzle Ut,4,73473,15,249808.2,56964.33,Net Banking,10,2024,1
10059,2024-10-09,Ojas Konda,West,Pune,Furniture,Cabinet,Cabinet Odit,3,29226,15,74526.3,17899.47,Net Banking,10,2024,0
10060,2025-05-16,Heer Saran,West,Mumbai,Home Decor,Vase,Vase Necessitatibus,2,9860,10,17748.0,4403.6,Credit Card,5,2025,0
10061,2025-04-30,Manikya Dar,West,Ahmedabad,Sports,Football,Football Eveniet,5,17665,0,88325.0,17529.47,UPI,4,2025,1
10062,2024-04-09,Azad Kunda,South,Chennai,Kitchen,Cookware Set,Cookware Set Nisi,2,13751,15,23376.7,5552.74,Debit Card,4,2024,0
10063,2025-01-26,Drishya Apte,West,Pune,Kitchen,Juicer,Juicer Totam,5,11226,10,50517.0,2567.28,Debit Card,1,2025,1
10064,2023-12-27,Shray Arya,West,Pune,Toys,Action Figure,Action Figure Cum,4,70618,5,268348.4,50743.1,COD,12,2023,1
10065,2024-06-23,Ritvik Madan,South,Bangalore,Books,Biography,Biography Nobis,3,37492,15,95604.6,19263.79,UPI,6,2024,0
10066,2024-06-22,Purab Batta,North,Chandigarh,Kitchen,Juicer,Juicer Vero,2,34997,0,69994.0,11129.92,COD,6,2024,0
10067,2025-05-28,Purab Krishna,West,Surat,Kitchen,Mixer Grinder,Mixer Grinder Recusandae,2,71572,10,128829.6,14012.66,Credit Card,5,2025,0
10068,2024-02-23,Manikya Srinivasan,West,Goa,Books,Biography,Biography Ad,5,38936,5,184946.0,30144.65,COD,2,2024,1
10069,2023-11-24,Raghav Gara,East,Bhubaneswar,Home Decor,Vase,Vase Molestiae,1,19506,0,19506.0,2911.1,Net Banking,11,2023,0
10070,2025-01-02,Raghav Sabharwal,East,Ranchi,Sports,Tennis Racket,Tennis Racket At,5,48227,10,217021.5,52730.72,UPI,1,2025,1
10071,2024-08-31,Tanya Vora,South,Bangalore,Sports,Tennis Racket,Tennis Racket Ipsa,3,2697,5,7686.45,387.48,Net Banking,8,2024,0
10072,2025-06-18,Mannat Dhaliwal,East,Ranchi,Toys,RC Car,RC Car Eius,4,47678,20,152569.6,13719.94,Debit Card,6,2025,1
10073,2025-04-01,Drishya Korpal,North,Chandigarh,Home Decor,Cushion,Cushion Quis,1,39545,15,33613.25,4294.42,COD,4,2025,0
10074,2024-03-14,Vritika Gade,West,Pune,Toys,Puzzle,Puzzle Nesciunt,5,60787,15,258344.75,33333.56,Credit Card,3,2024,1
10075,2024-12-09,Neysa Ganguly,North,Amritsar,Toys,Action Figure,Action Figure Placeat,1,26035,20,20828.0,2957.26,Net Banking,12,2024,0
10076,2025-01-17,Adah Kaul,West,Ahmedabad,Clothing,Kids Wear,Kids Wear Aut,5,41865,10,188392.5,36655.65,COD,1,2025,1
10077,2025-03-04,Shalv Subramaniam,North,Lucknow,Kitchen,Cookware Set,Cookware Set Libero,4,76576,10,275673.6,39540.52,Net Banking,3,2025,1
10078,2024-04-10,Chirag Hans,South,Bangalore,Electronics,Camera,Camera Nostrum,2,33749,20,53998.4,6954.99,COD,4,2024,0
10079,2024-07-05,Saanvi Deshmukh,West,Pune,Kitchen,Refrigerator,Refrigerator Sequi,4,46014,15,156447.6,8166.96,UPI,7,2024,1
10080,2025-02-17,Yakshit Bajwa,West,Surat,Beauty,Lipstick,Lipstick At,5,55423,10,249403.5,15673.19,Debit Card,2,2025,1
10081,2023-12-05,Jayan Lall,South,Coimbatore,Furniture,Cabinet,Cabinet Nobis,5,5463,5,25949.25,1306.37,Debit Card,12,2023,1
10082,2024-12-13,Kashvi Bakshi,South,Hyderabad,Sports,Yoga Mat,Yoga Mat Deserunt,1,4714,0,4714.0,547.63,COD,12,2024,0
10083,2025-06-20,Myra Goda,East,Ranchi,Sports,Tennis Racket,Tennis Racket Cupiditate,4,31170,10,112212.0,22964.29,Debit Card,6,2025,1
10084,2024-07-20,Jayesh Ramachandran,West,Goa,Home Decor,Vase,Vase Similique,1,8927,20,7141.6,1373.47,COD,7,2024,0
10085,2024-11-01,Hazel Reddy,East,Bhubaneswar,Furniture,Cabinet,Cabinet Natus,1,16256,5,15443.2,1764.79,Credit Card,11,2024,0
10086,2025-06-02,Shamik Keer,East,Guwahati,Toys,Board Game,Board Game Sequi,2,22240,0,44480.0,8602.03,UPI,6,2025,0
10087,2024-03-29,Saira Trivedi,West,Goa,Groceries,Oil,Oil Modi,3,62172,0,186516.0,23035.44,Debit Card,3,2024,0
10088,2023-11-15,Baiju Dube,North,Lucknow,Sports,Tennis Racket,Tennis Racket Aperiam,5,39458,5,187425.5,44132.79,COD,11,2023,1
10089,2024-12-25,Ehsaan Butala,South,Thiruvananthapuram,Books,Comics,Comics Voluptatibus,4,34376,5,130628.8,15353.38,Net Banking,12,2024,1
10090,2025-02-26,Bhavin Toor,West,Mumbai,Clothing,Kids Wear,Kids Wear Ipsa,4,53084,15,180485.6,19220.42,Credit Card,2,2025,1
10091,2025-06-08,Romil Sawhney,East,Guwahati,Beauty,Lipstick,Lipstick Nostrum,3,60656,0,181968.0,26322.7,Debit Card,6,2025,0
10092,2025-01-29,Mamooty Mannan,North,Chandigarh,Electronics,Camera,Camera Ipsa,1,73564,15,62529.4,13309.3,Credit Card,1,2025,0
10093,2025-01-11,Reyansh Saraf,East,Patna,Furniture,Sofa,Sofa Quaerat,5,26060,5,123785.0,24340.25,UPI,1,2025,1
10094,2025-01-08,Jayesh Madan,South,Hyderabad,Beauty,Perfume,Perfume Qui,4,72702,5,276267.6,35015.76,Debit Card,1,2025,1
10095,2024-01-12,Kiaan Ranganathan,East,Patna,Electronics,Camera,Camera Temporibus,2,40818,20,65308.8,5824.16,UPI,1,2024,0
10096,2024-05-31,Riya Varughese,West,Pune,Groceries,Spices,Spices Reiciendis,3,24183,0,72549.0,17203.3,Credit Card,5,2024,0
10097,2024-10-17,Yasmin Warrior,East,Patna,Groceries,Oil,Oil Non,4,19526,15,66388.4,12866.73,Credit Card,10,2024,1
10098,2023-11-26,Vihaan Bhalla,West,Mumbai,Books,Fiction,Fiction Nemo,5,54037,0,270185.0,58810.96,Net Banking,11,2023,1
10099,2024-02-12,Eshani Sani,South,Thiruvananthapuram,Sports,Yoga Mat,Yoga Mat Optio,5,63813,0,319065.0,36797.04,Credit Card,2,2024,1
10100,2023-12-24,Arnav Badami,North,Lucknow,Electronics,Mobile,Mobile Harum,3,74680,10,201636.0,41541.42,Credit Card,12,2023,0
10101,2025-06-16,Umang Virk,South,Coimbatore,Clothing,Accessories,Accessories Natus,4,13189,10,47480.4,10986.33,Net Banking,6,2025,1
10102,2024-11-04,Ira Soni,East,Bhubaneswar,Sports,Dumbbells,Dumbbells Quos,4,1138,10,4096.8,888.13,Credit Card,11,2024,1
10103,2025-08-14,Arnav Karpe,East,Ranchi,Furniture,Sofa,Sofa Repudiandae,5,76226,20,304904.0,22939.07,Credit Card,8,2025,1
10104,2025-02-10,Hansh Kaul,West,Surat,Toys,Doll,Doll Totam,3,31343,15,79924.65,18762.37,Net Banking,2,2025,0
10105,2023-11-17,Ela Srivastava,North,Lucknow,Home Decor,Lamp,Lamp Pariatur,4,61338,15,208549.2,40557.88,Net Banking,11,2023,1
10106,2024-05-19,Elakshi Sachdev,West,Mumbai,Furniture,Table,Table Laudantium,1,8623,20,6898.4,677.28,Debit Card,5,2024,0
10107,2024-10-27,Emir Ramanathan,South,Chennai,Sports,Dumbbells,Dumbbells Aspernatur,3,41142,5,117254.7,7179.82,Net Banking,10,2024,0
10108,2024-06-08,Prisha Shenoy,South,Coimbatore,Clothing,Kids Wear,Kids Wear Architecto,5,13088,10,58896.0,11457.13,Debit Card,6,2024,1
10109,2024-09-07,Parinaaz Luthra,North,Jaipur,Furniture,Bed,Bed Officiis,1,44965,10,40468.5,3617.94,Debit Card,9,2024,0
10110,2025-01-05,Aarna Bandi,West,Goa,Toys,RC Car,RC Car Incidunt,4,28822,10,103759.2,25441.67,Net Banking,1,2025,1
10111,2024-10-22,Rasha Bansal,North,Amritsar,Electronics,Camera,Camera Dignissimos,2,30299,10,54538.2,10554.74,Credit Card,10,2024,0
10112,2024-04-12,Alisha Amble,North,Chandigarh,Kitchen,Microwave,Microwave Vero,2,44595,20,71352.0,5019.37,Net Banking,4,2024,0
10113,2023-10-04,Aniruddh Ratti,South,Coimbatore,Furniture,Table,Table Repudiandae,3,32301,20,77522.4,10882.22,Net Banking,10,2023,0
10114,2023-11-30,Ishita Bajwa,South,Bangalore,Home Decor,Cushion,Cushion Dignissimos,3,78217,0,234651.0,18949.32,COD,11,2023,0
10115,2024-11-23,Farhan Sarkar,South,Chennai,Toys,Board Game,Board Game Earum,5,19154,15,81404.5,8267.53,COD,11,2024,1
10116,2025-05-15,Aniruddh Kothari,West,Pune,Kitchen,Juicer,Juicer In,4,25790,20,82528.0,4856.22,Debit Card,5,2025,1
10117,2024-05-10,Samar Kumar,East,Kolkata,Beauty,Lipstick,Lipstick Soluta,3,78010,10,210627.0,20117.45,UPI,5,2024,0
10118,2025-01-30,Ishaan Golla,East,Ranchi,Kitchen,Microwave,Microwave Aperiam,4,8753,5,33261.4,4190.2,UPI,1,2025,1
10119,2024-09-26,Aniruddh Wagle,West,Surat,Kitchen,Microwave,Microwave Reiciendis,5,49477,20,197908.0,38220.91,Credit Card,9,2024,1
10120,2025-01-10,Nishith Tara,South,Coimbatore,Sports,Yoga Mat,Yoga Mat Vel,1,54160,15,46036.0,9505.54,COD,1,2025,0
10121,2025-05-16,Yakshit Bakshi,South,Thiruvananthapuram,Sports,Football,Football Eum,2,58592,5,111324.8,9680.25,Debit Card,5,2025,0
10122,2025-04-25,Navya Amble,South,Hyderabad,Electronics,Laptop,Laptop Amet,1,6284,0,6284.0,888.46,Debit Card,4,2025,0
10123,2025-06-23,Heer Lata,North,Delhi,Groceries,Spices,Spices Non,4,79276,20,253683.2,28531.58,UPI,6,2025,1
10124,2024-12-02,Jiya Tandon,North,Jaipur,Clothing,Shoes,Shoes Recusandae,3,22072,20,52972.8,2832.75,Net Banking,12,2024,0
10125,2024-11-22,Divyansh Kale,North,Lucknow,Kitchen,Juicer,Juicer Deleniti,1,61175,15,51998.75,10749.96,Debit Card,11,2024,0
10126,2024-06-03,Raunak Raj,East,Patna,Books,Fiction,Fiction Necessitatibus,3,53034,15,135236.7,16863.94,Net Banking,6,2024,0
10127,2025-02-09,Mehul Magar,North,Lucknow,Groceries,Oil,Oil Laboriosam,3,20304,10,54820.8,8867.14,UPI,2,2025,0
10128,2024-11-12,Gatik Sharma,West,Ahmedabad,Home Decor,Cushion,Cushion Id,3,19607,0,58821.0,9062.46,UPI,11,2024,0
10129,2025-07-31,Dhanuk Dhar,North,Jaipur,Furniture,Table,Table Placeat,1,26827,10,24144.3,4041.1,Credit Card,7,2025,0
10130,2024-03-07,Kavya Varty,South,Bangalore,Groceries,Spices,Spices Error,5,31262,15,132863.5,12796.17,Credit Card,3,2024,1
10131,2024-07-03,Ishaan Walia,South,Hyderabad,Electronics,Headphones,Headphones Id,4,61765,5,234707.0,30160.38,Net Banking,7,2024,1
10132,2024-08-22,Oorja Sur,East,Patna,Clothing,Women's Wear,Women's Wear Ipsa,4,2962,20,9478.4,583.27,Credit Card,8,2024,1
10133,2024-08-01,Dharmajan Lall,East,Kolkata,Toys,Puzzle,Puzzle Placeat,3,17679,15,45081.45,2373.83,UPI,8,2024,0
10134,2024-01-23,Shanaya Kala,North,Chandigarh,Furniture,Sofa,Sofa Nulla,1,79310,15,67413.5,6655.67,UPI,1,2024,0
10135,2024-08-06,Rati Goel,South,Chennai,Electronics,Camera,Camera Culpa,4,33270,5,126426.0,12467.79,Debit Card,8,2024,1
10136,2024-03-24,Ivan Sarna,West,Mumbai,Toys,Doll,Doll Adipisci,3,35928,5,102394.8,10207.76,Debit Card,3,2024,0
10137,2025-03-26,Akarsh Hayre,East,Kolkata,Toys,Board Game,Board Game Animi,1,62438,5,59316.1,4810.78,UPI,3,2025,0
10138,2024-10-18,Hrishita Bajaj,West,Surat,Furniture,Bed,Bed Accusantium,4,41162,0,164648.0,22384.0,Debit Card,10,2024,1
10139,2025-01-15,Prerak Shere,East,Guwahati,Electronics,Mobile,Mobile Aspernatur,4,78576,5,298588.8,66122.26,Credit Card,1,2025,1
10140,2025-08-13,Kartik Seth,East,Patna,Books,Non-Fiction,Non-Fiction Quae,3,38456,5,109599.6,26199.38,Debit Card,8,2025,0
10141,2024-09-29,Riya Brahmbhatt,South,Hyderabad,Clothing,Kids Wear,Kids Wear Tempora,1,51518,10,46366.2,11129.47,UPI,9,2024,0
10142,2023-12-05,Yuvraj  Bhardwaj,North,Delhi,Electronics,Mobile,Mobile Ea,3,25964,0,77892.0,7594.54,COD,12,2023,0
10143,2024-04-20,Shamik Buch,East,Patna,Furniture,Cabinet,Cabinet Voluptatum,5,38240,5,181640.0,26909.05,Debit Card,4,2024,1
10144,2024-04-02,Divij Dara,South,Hyderabad,Sports,Tennis Racket,Tennis Racket Asperiores,2,40778,0,81556.0,19814.83,COD,4,2024,0
10145,2024-08-14,Jivin Hans,East,Bhubaneswar,Sports,Football,Football Dolores,5,22147,5,105198.25,7812.18,UPI,8,2024,1
10146,2024-11-13,Vaibhav Rattan,South,Chennai,Furniture,Table,Table Tenetur,1,48776,15,41459.6,9356.05,UPI,11,2024,0
10147,2024-01-01,Nayantara Kalita,West,Ahmedabad,Electronics,Smartwatch,Smartwatch Eum,2,74802,15,127163.4,8863.77,Net Banking,1,2024,0
10148,2024-01-14,Shaan Sehgal,North,Delhi,Kitchen,Mixer Grinder,Mixer Grinder Porro,1,77440,20,61952.0,5189.49,UPI,1,2024,0
10149,2024-06-14,Dhruv Garg,East,Ranchi,Kitchen,Juicer,Juicer Reiciendis,1,42881,5,40736.95,3037.21,Net Banking,6,2024,0
10150,2024-03-04,Kavya Lanka,West,Surat,Books,Non-Fiction,Non-Fiction Commodi,4,11205,10,40338.0,6759.61,UPI,3,2024,1
10151,2025-08-24,Fateh Tripathi,North,Jaipur,Toys,Puzzle,Puzzle Repellendus,4,67259,5,255584.2,24050.17,UPI,8,2025,1
10152,2025-08-25,Manikya Bhattacharyya,South,Coimbatore,Groceries,Spices,Spices Suscipit,3,21886,10,59092.2,14240.48,Net Banking,8,2025,0
10153,2025-07-11,Tiya Mani,North,Jaipur,Kitchen,Microwave,Microwave Officiis,3,8844,0,26532.0,3837.38,UPI,7,2025,0
10154,2023-12-29,Vihaan Loyal,West,Goa,Kitchen,Cookware Set,Cookware Set Quo,3,32484,5,92579.4,14375.96,COD,12,2023,0
10155,2023-12-12,Ritvik Vyas,North,Jaipur,Home Decor,Clock,Clock Itaque,2,26027,5,49451.3,8546.38,UPI,12,2023,0
10156,2024-12-22,Ivana Hegde,West,Surat,Beauty,Foundation,Foundation Nihil,4,43826,5,166538.8,17272.57,Credit Card,12,2024,1
10157,2024-04-07,Vardaniya Ramaswamy,East,Patna,Toys,Action Figure,Action Figure Enim,1,39221,15,33337.85,2238.25,Debit Card,4,2024,0
10158,2025-02-03,Ela Chakraborty,North,Lucknow,Toys,RC Car,RC Car In,1,54312,0,54312.0,10936.17,Net Banking,2,2025,0
10159,2025-06-21,Taimur Tara,East,Ranchi,Clothing,Kids Wear,Kids Wear Aliquid,1,15748,0,15748.0,2754.67,COD,6,2025,0
10160,2024-07-31,Hrishita Chanda,West,Pune,Electronics,Headphones,Headphones Labore,2,68044,10,122479.2,10609.67,COD,7,2024,0
10161,2025-09-26,Myra Handa,West,Pune,Home Decor,Clock,Clock Officia,5,8465,0,42325.0,8053.7,COD,9,2025,1
10162,2024-07-22,Anvi Mammen,East,Patna,Furniture,Sofa,Sofa Dolor,1,63767,20,51013.6,4109.49,COD,7,2024,0
10163,2024-09-14,Shamik Walla,East,Patna,Books,Biography,Biography Mollitia,5,43178,0,215890.0,19440.44,Credit Card,9,2024,1
10164,2024-06-21,Inaaya  Tandon,South,Hyderabad,Kitchen,Juicer,Juicer Possimus,5,44801,15,190404.25,16507.93,UPI,6,2024,1
10165,2025-08-21,Shayak Sekhon,North,Amritsar,Home Decor,Cushion,Cushion Quasi,4,71174,5,270461.2,51178.34,Credit Card,8,2025,1
10166,2025-09-18,Mehul Wable,West,Surat,Books,Comics,Comics Ad,2,56852,5,108018.8,15879.48,Debit Card,9,2025,0
10167,2025-04-01,Raghav Samra,West,Pune,Furniture,Table,Table Expedita,3,8167,15,20825.85,3866.48,Net Banking,4,2025,0
10168,2024-04-07,Kiara Saha,West,Goa,Sports,Dumbbells,Dumbbells Voluptatem,2,59433,10,106979.4,24846.59,Credit Card,4,2024,0
10169,2024-03-21,Yasmin Kamdar,South,Bangalore,Groceries,Wheat,Wheat Beatae,3,42341,0,127023.0,22887.76,COD,3,2024,0
10170,2025-07-28,Inaaya  Walla,North,Lucknow,Sports,Tennis Racket,Tennis Racket Doloremque,5,23230,10,104535.0,22068.31,Debit Card,7,2025,1
10171,2024-06-29,Saira Kapoor,East,Guwahati,Sports,Football,Football Nesciunt,3,39790,0,119370.0,25753.35,Debit Card,6,2024,0
10172,2024-10-29,Uthkarsh Grewal,North,Delhi,Kitchen,Mixer Grinder,Mixer Grinder Officia,3,15794,15,40274.7,4036.0,Net Banking,10,2024,0
10173,2025-01-16,Amira Chakraborty,South,Hyderabad,Clothing,Men's Wear,Men's Wear Quos,1,10635,0,10635.0,1958.69,UPI,1,2025,0
10174,2025-04-16,Nakul Srivastava,East,Patna,Toys,Action Figure,Action Figure Dolor,1,64954,10,58458.6,6815.4,COD,4,2025,0
10175,2024-09-28,Saanvi Vasa,East,Guwahati,Furniture,Bed,Bed Eius,1,47269,20,37815.2,3812.6,Net Banking,9,2024,0
10176,2023-12-23,Ritvik Agarwal,North,Jaipur,Beauty,Face Cream,Face Cream Id,5,21181,15,90019.25,4561.6,Credit Card,12,2023,1
10177,2024-06-17,Yasmin Sachdeva,North,Jaipur,Electronics,Camera,Camera At,2,40371,0,80742.0,17592.37,Debit Card,6,2024,0
10178,2024-11-13,Sara Chaudry,West,Ahmedabad,Toys,Board Game,Board Game Ab,5,18936,10,85212.0,9790.15,Debit Card,11,2024,1
10179,2024-10-21,Aarush Vig,East,Kolkata,Furniture,Cabinet,Cabinet A,1,44366,20,35492.8,8735.61,UPI,10,2024,0
10180,2025-03-25,Drishya Dasgupta,West,Mumbai,Books,Biography,Biography Deserunt,1,54330,0,54330.0,8921.7,UPI,3,2025,0
10181,2024-08-03,Jayan Sidhu,South,Chennai,Groceries,Oil,Oil In,4,27952,20,89446.4,11672.93,COD,8,2024,1
10182,2024-08-02,Jivin Kaul,South,Thiruvananthapuram,Clothing,Accessories,Accessories Culpa,5,10007,0,50035.0,11418.45,UPI,8,2024,1
10183,2023-12-02,Aaina Lalla,East,Ranchi,Home Decor,Lamp,Lamp Exercitationem,2,8172,0,16344.0,3724.06,Net Banking,12,2023,0
